,date,weighted_carry_AUD,weighted_carry_CHF,weighted_carry_EUR,weighted_carry_GBP,weighted_carry_JPY
0,2002-04-01,0.018133333333333265,0.0013645112698412673,0.0,0.0076773,0.0118
1,2002-05-01,0.02013333333333333,0.0021883536666667002,0.0,0.007778999999999999,0.011600000000000001
2,2002-06-01,0.021733333333333334,0.002201353166666667,0.0,0.007891933333333333,0.011466666666666733
3,2002-07-01,0.021266666666666663,0.002623128260869566,0.0,0.0075684666666666345,0.011333333333333398
4,2002-08-01,0.021533333333333328,0.0035388598412698664,0.0,0.0075218,0.011066666666666666
5,2002-09-01,0.021066666666666668,0.003823336349206367,0.0,0.007429066666666665,0.011200000000000002
6,2002-10-01,0.021133333333333337,0.0036738208695652327,0.0,0.007446699999999999,0.011
7,2002-11-01,0.023,0.0026583404761904997,0.0,0.008604733333333333,0.008733333333333333
8,2002-12-01,0.023266666666666665,0.002655366833333333,0.0,0.008925899999999997,0.008266666666666667
9,2003-01-01,0.023399999999999997,0.0026042150793651,0.0,0.008975433333333333,0.007933333333333334
10,2003-02-01,0.0232,0.0026025421666666664,0.0,0.008280833333333333,0.007866666666666732
11,2003-03-01,0.023533333333333267,0.003322687619047633,0.0,0.008083433333333334,0.007666666666666666
12,2003-04-01,0.023666666666666662,0.0035540636666667,0.0,0.008019933333333333,0.0077333333333333325
13,2003-05-01,0.0237333333333334,0.0035383050000000003,0.0,0.008041733333333332,0.007599999999999933
14,2003-06-01,0.0242,0.002938684500000033,0.0,0.008665533333333333,0.006333333333333399
15,2003-07-01,0.024466666666666664,0.0029546682608695665,0.0,0.008134066666666665,0.006400000000000067
16,2003-08-01,0.024933333333333335,0.0030971110000000334,0.0,0.008141633333333334,0.006600000000000066
17,2003-09-01,0.02553333333333333,0.0031375913636363666,0.0,0.008722333333333332,0.006600000000000066
18,2003-10-01,0.025799999999999934,0.0032362298550724666,0.0,0.009011266666666667,0.006733333333333398
19,2003-11-01,0.02799999999999993,0.0032238925000000335,0.0,0.0095681,0.006866666666666667
20,2003-12-01,0.029133333333333334,0.003210571428571433,0.0,0.0097288,0.006666666666666665
21,2004-01-01,0.029933333333333333,0.0031050203333333666,0.0,0.009984366666666668,0.006466666666666733
22,2004-02-01,0.03013333333333333,0.0030065518333333334,0.0,0.010388466666666665,0.006400000000000067
23,2004-03-01,0.029733333333333264,0.0029723531884058,0.0,0.010822433333333333,0.006466666666666667
24,2004-04-01,0.029733333333333334,0.0029775018333333333,0.0,0.011049066666666666,0.006666666666666666
25,2004-05-01,0.028733333333333267,0.0033921554385965003,0.0,0.011095733333333333,0.007466666666666667
26,2004-06-01,0.026866666666666664,0.0037717865151515335,0.0,0.011099133333333332,0.0091333333333334
27,2004-07-01,0.025933333333333336,0.0038253287878787998,0.0,0.010956733333333333,0.009866666666666732
28,2004-08-01,0.02506666666666666,0.004026959393939399,0.0,0.010942799999999964,0.010600000000000064
29,2004-09-01,0.023733333333333332,0.004252074393939399,0.0,0.010289666666666666,0.011800000000000064
30,2004-10-01,0.022466666666666666,0.0047306965079365335,0.0,0.009535699999999998,0.013000000000000067
31,2004-11-01,0.02113333333333326,0.00537163,-0.0,0.008745300000000001,0.014466666666666732
32,2004-12-01,0.019733333333333332,0.006002177121212133,-0.0,0.008070099999999998,0.015666666666666666
33,2005-01-01,0.018733333333333397,0.0065297692063492,-0.0,0.007543866666666699,0.016733333333333267
34,2005-02-01,0.0190666666666666,0.006976046333333333,-0.0,0.0070689666666666675,0.017799999999999996
35,2005-03-01,0.01893333333333333,0.0076789458730158995,-0.0,0.006724533333333332,0.019266666666666668
36,2005-04-01,0.0177333333333334,0.008056826031746,-0.0,0.0061778666666667,0.0200666666666666
37,2005-05-01,0.016399999999999932,0.008497792833333366,-0.0,0.0055791666666666325,0.02093333333333333
38,2005-06-01,0.0152,0.009025995909090931,-0.0,0.0048714666666666686,0.021933333333333395
39,2005-07-01,0.013866666666666735,0.009679078730158698,-0.0,0.0036264666666667,0.0232
40,2005-08-01,0.012333333333333335,0.010313729696969698,-0.0,0.0027488333333332998,0.024533333333333397
41,2005-09-01,0.011666666666666667,0.010650267878787898,-0.0,0.0024228666666666664,0.025200000000000063
42,2005-10-01,0.009999999999999998,0.011359485396825367,-0.0,0.0015233666666666992,0.02693333333333333
43,2005-11-01,0.008799999999999933,0.011481493030303033,-0.0,0.0010282333333333342,0.0281333333333334
44,2005-12-01,0.0078666666666666,0.011723082666666666,-0.0,0.000624399999999967,0.028999999999999998
45,2006-01-01,0.0071333333333333335,0.012118368412698397,-0.0,0.00014560000000003504,0.02970933333333333
46,2006-02-01,0.005933333333333332,0.012410798333333334,-0.0,-0.000460033333333334,0.030733333333333335
47,2006-03-01,0.004866666666666732,0.012556001884057932,-0.0,-0.000975299999999966,0.031696666666666595
48,2006-04-01,0.004400000000000001,0.0128483261111111,-0.0,-0.0013346666666666667,0.0326
49,2006-05-01,0.004800000000000003,0.012826691428571431,-0.0,-0.0014949999999999985,0.03253333333333333
50,2006-06-01,0.004066666666666667,0.013257641428571465,-0.0,-0.002050066666666667,0.033333333333333395
51,2006-07-01,0.00393333333333333,0.013441015714285732,-0.0,-0.002422600000000034,0.033466666666666665
52,2006-08-01,0.005399999999999997,0.012856371212121232,-0.0,-0.0014525,0.032986666666666734
53,2006-09-01,0.005800000000000069,0.0123221033333333,-0.0,-0.0010499666666666332,0.03269333333333333
54,2006-10-01,0.00633333333333333,0.011942066363636367,-0.0,-0.0006608000000000007,0.03255333333333333
55,2006-11-01,0.007000000000000006,0.011713460909090931,-0.0,-0.00031519999999999926,0.032119999999999996
56,2006-12-01,0.0071333333333333335,0.011371973921568666,-0.0,-9.44333333333334e-05,0.03186666666666666
57,2007-01-01,0.007399999999999999,0.010898435873015866,-0.0,0.0005541000000000018,0.03186666666666666
58,2007-02-01,0.007066666666666739,0.010662261499999964,-0.0,0.0008523333333333669,0.03099999999999993
59,2007-03-01,0.007533333333333331,0.010467084090909101,-0.0,0.0008315333333333331,0.03093333333333333
60,2007-04-01,0.0078000000000000656,0.010287110877192966,-0.0,0.0011299666666667017,0.031066666666666597
61,2007-05-01,0.007066666666666739,0.009977205833333298,-0.0,0.0015247333333333682,0.030933333333333264
62,2007-06-01,0.007266666666666662,0.009620939047619032,-0.0,0.0018339333333333336,0.03066666666666673
63,2007-07-01,0.007666666666666664,0.009027575303030298,-0.0,0.002346533333333333,0.03033333333333333
64,2007-08-01,0.008400000000000005,0.009610930909090931,-0.0,0.0030982000000000023,0.031000000000000062
65,2007-09-01,0.009866666666666666,0.009888485833333334,-0.0,0.003956466666666665,0.030733333333333397
66,2007-10-01,0.012199999999999997,0.008744329130434799,-0.0,0.003967133333333298,0.028200000000000065
67,2007-11-01,0.014533333333333398,0.008916522272727233,-0.0,0.0047952666666667,0.027333333333333265
68,2007-12-01,0.015133333333333405,0.008918947058823498,-0.0,0.004464766666666703,0.027733333333333332
69,2008-01-01,0.02226666666666667,0.005174990952380965,0.0,0.0060655000000000014,0.019933333333333397
70,2008-02-01,0.03086666666666666,0.002141810634920633,0.0,0.008606733333333332,0.014733333333333399
71,2008-03-01,0.03406666666666666,0.0016729035087719342,0.0,0.0103643,0.013000000000000067
72,2008-04-01,0.03326666666666667,0.0022292459090908997,0.0,0.010229366666666634,0.013400000000000066
73,2008-05-01,0.03393333333333333,0.002057281333333333,0.0,0.010554633333333334,0.012133333333333399
74,2008-06-01,0.033666666666666664,0.0020542430158730003,0.0,0.0105648,0.012666666666666732
75,2008-07-01,0.03306666666666666,0.0019436805797101338,0.0,0.010140666666666666,0.0129333333333334
76,2008-08-01,0.03013333333333333,0.002022047,0.0,0.009920633333333333,0.0129333333333334
77,2008-09-01,0.02453333333333333,0.00488449,0.0,0.007735333333333332,0.018133333333333335
78,2008-10-01,0.0056999999999999985,0.009697362727272767,0.0,0.01208693333333333,0.022866666666666667
79,2008-11-01,0.01599999999999993,0.011064547692307733,0.0,0.006956133333333333,0.004933333333333333
80,2008-12-01,0.017466666666666596,0.01108313,0.0050753968253968,0.0,0.0034333333333333668
81,2009-01-01,0.018133333333333335,0.006174162000000067,0.004788412698412699,0.0,0.0010000000000000334
82,2009-02-01,0.013333333333333336,0.006999980370370399,0.0,0.003101266666666667,0.001500000000000033
83,2009-03-01,0.013933333333333334,0.006379913015873066,0.0,0.002537966666666667,0.0013999999999999998
84,2009-04-01,0.014733333333333334,0.005331692121212133,0.0,0.0021471,0.0009666666666666998
85,2009-05-01,0.017066666666666733,0.0031914796078431327,0.0,0.0026265000000000333,-0.0
86,2009-06-01,0.019066666666666666,0.0020191298245614666,0.0,0.0028372333333333334,-0.0005666666666666667
87,2009-07-01,0.018600000000000064,0.0018547695652173333,0.0,0.002170433333333367,-0.0006666666666666999
88,2009-08-01,0.02,0.0015077546031746667,0.0018682539682539664,0.0,-0.0008
89,2009-09-01,0.0208,0.0011773307936508,0.001740303030303,0.0,-0.0009666666666666667
90,2009-10-01,0.0236,0.0010333111111111332,0.0016583333333333333,0.0,-0.0009666666666666667
91,2009-11-01,0.024933333333333335,0.0006097614285714665,0.0016873015873015665,0.0,-0.001
92,2009-12-01,0.0260666666666666,0.0006958672727273333,0.0016401515151515,0.0,-0.0007999999999999999
93,2010-01-01,0.026666666666666665,0.0007309373333334,0.0015991666666666333,0.0,-0.0008333333333333332
94,2010-02-01,0.026466666666666666,0.0006083783333333333,0.0015723333333333331,0.0,-0.0008333333333333335
95,2010-03-01,0.027333333333333328,0.0008948151515151999,0.0,0.0013849666666666668,-0.0006666666666666334
96,2010-04-01,0.02833333333333333,0.0014137100000000667,0.0,0.0011863999999999664,-0.0003333333333333333
97,2010-05-01,0.029066666666666664,0.0024539349999999995,0.0,0.0008237666666666666,0.00019999999999999993
98,2010-06-01,0.029133333333333334,0.002681728333333333,0.0,0.0006946333333332999,0.00046666666666666655
99,2010-07-01,0.029533333333333397,0.001514325396825333,0.0014627272727272998,0.0,0.00013333333333333323
100,2010-08-01,0.029466666666666662,0.0007562043333333333,0.0019183333333333001,0.0,-0.0001333333333333
101,2010-09-01,0.030266666666666667,0.0004412526984127332,0.0020016666666666664,0.0,-0.0002666666666666334
102,2010-10-01,0.030266666666666664,0.0001472150000000668,0.0024255555555555332,0.0,-0.00023333333333333322
103,2010-11-01,0.03166666666666659,0.0005599930000000001,0.0025734848484848,0.0,-0.00023333333333333322
104,2010-12-01,0.03153333333333333,0.0007242125925926001,0.0024056521739130336,0.0,-0.00013333333333333323
105,2011-01-01,0.031133333333333332,0.0009279320634921332,0.0024241269841269665,0.0,-0.00016666666666666666
106,2011-02-01,0.030933333333333334,0.0009363816666667332,0.0026891666666666665,0.0,-0.00019999999999999993
107,2011-03-01,0.030933333333333334,0.0008325055072463999,0.0029850724637680995,0.0,-0.00018716666666666664
108,2011-04-01,0.031133333333333336,0.0006036392592592666,0.003637368421052633,0.0,-0.0003428666666666333
109,2011-05-01,0.031933333333333334,0.0006036675757575998,0.004050303030303033,0.0,-0.0004071333333333001
110,2011-06-01,0.031799999999999995,0.000786269,0.004228636363636333,0.0,-0.0003737999999999667
111,2011-07-01,0.031466666666666664,0.0009936301587302,0.0045253968253968005,0.0,-0.0003071333333333001
112,2011-08-01,0.030466666666666663,0.0023839786666665997,0.004206956521739099,0.0,-0.00012856666666663345
113,2011-09-01,0.029866666666666666,0.002607135151515133,0.004021515151515134,0.0,2.3666666666666337e-06
114,2011-10-01,0.029066666666666664,0.0030890659649122666,0.004019523809523799,0.0,0.00013570000000000002
115,2011-11-01,0.02806666666666673,0.0031687913333331994,0.0035822727272727672,0.0,0.0002690333333332999
116,2011-12-01,0.026799999999999997,0.002733333333333333,0.0031203174603174665,0.0,0.0005356999999999998
117,2012-01-01,0.02673333333333333,0.0023980447619048,0.0027407575757575665,0.0,0.00023076666666666676
118,2012-02-01,0.027133333333333332,0.0018808233333333334,0.0,0.002574966666666633,-0.00010556666666663329
119,2012-03-01,0.027666666666666666,0.0015913383333333998,0.0,0.0024919,-0.0001388999999999667
120,2012-04-01,0.02606666666666667,0.0018420077777777997,0.0,0.0024263999999999996,-0.0001388999999999667
121,2012-05-01,0.022466666666666666,0.0020366537037036663,0.0,0.0023833333333333,-0.0001388999999999667
