date,CARRY
2002-06-01,0.04316926514457236
2002-07-01,-0.0059472946392775655
2002-08-01,0.03615352525583693
2002-09-01,0.06181855290888513
2002-10-01,0.0645990886877133
2002-11-01,0.04589077624894286
2002-12-01,0.04142779206753433
2003-01-01,0.0439420524519509
2003-02-01,0.052066060030220226
2003-03-01,0.043723289136636506
2003-04-01,0.06263455067907983
2003-05-01,0.06256680395684663
2003-06-01,0.07312740522123835
2003-07-01,0.04737393781695083
2003-08-01,0.03137102670854326
2003-09-01,0.034547503320209366
2003-10-01,0.04677077223447774
2003-11-01,0.06314603371284207
2003-12-01,0.058130465612747734
2004-01-01,0.0804540788666912
2004-02-01,0.06379453321348702
2004-03-01,0.0402480293853642
2004-04-01,0.03829644708042972
2004-05-01,0.034254253115480866
2004-06-01,0.024715559716924296
2004-07-01,0.07523835283360825
2004-08-01,0.045761488450761334
2004-09-01,0.037488118294833096
2004-10-01,0.06824279205261294
2004-11-01,0.04838244367592119
2004-12-01,0.05263903803266354
2005-01-01,0.042325245079080004
2005-02-01,0.08139529460705729
2005-03-01,0.0527442767049868
2005-04-01,0.06081808473684903
2005-05-01,0.036588240107621295
2005-06-01,0.07184690238312114
2005-07-01,0.054037404497061264
2005-08-01,0.05162449133356179
2005-09-01,0.05678447381052786
2005-10-01,0.058977791293844964
2005-11-01,0.0557324753258699
2005-12-01,0.0568834365090114
2006-01-01,0.030337160560427828
2006-02-01,0.05939967211269066
2006-03-01,0.03338883512856
2006-04-01,0.05711986180944089
2006-05-01,0.037226523931994666
2006-06-01,0.04764749716083726
2006-07-01,0.07026352334808386
2006-08-01,0.0659284584407603
2006-09-01,0.0517950567976603
2006-10-01,0.05976534068430042
2006-11-01,0.059447064654677556
2006-12-01,0.06447834493814376
2007-01-01,0.0714923995213484
2007-02-01,0.05006054936275126
2007-03-01,0.03455083195200826
2007-04-01,0.0939875094583828
2007-05-01,0.058423515064619
2007-06-01,0.07584173723858667
2007-07-01,0.07204114201533282
2007-08-01,-0.0204232772318609
2007-09-01,0.05517128391125112
2007-10-01,0.10868043027885028
2007-11-01,0.007994438588385432
2007-12-01,0.03956275632727143
2008-01-01,0.014198107049810163
2008-02-01,0.07390487123158795
2008-03-01,0.0007405255732749715
2008-04-01,0.07645452029104689
2008-05-01,0.08734860331471833
2008-06-01,0.07185007964772122
2008-07-01,0.06828072860540399
2008-08-01,0.0188369823260162
2008-09-01,-0.02832098911705603
2008-10-01,-0.08292269857607633
2008-11-01,0.004622256296366338
2008-12-01,0.020056340645070704
2009-01-01,0.022759517182885564
2009-02-01,0.03352554119665223
2009-03-01,0.04995231347175556
2009-04-01,0.08696479425931733
2009-05-01,0.055392843426391
2009-06-01,0.05788026703231576
2009-07-01,0.01742346167130943
2009-08-01,0.04904557381528204
2009-09-01,0.0173331659537899
2009-10-01,0.04936467465955367
2009-11-01,0.028745145175890323
2009-12-01,0.019572863533146065
2010-01-01,0.03438803592053846
2010-02-01,0.014252834291364296
2010-03-01,0.0360561398582097
2010-04-01,0.056272936537693094
2010-05-01,0.004327077007241938
2010-06-01,0.015374143562661306
2010-07-01,0.011211343665427274
2010-08-01,0.034523453591953794
2010-09-01,0.036240584201288596
2010-10-01,0.053934212695875526
2010-11-01,0.04535881749028953
2010-12-01,0.01856402006927563
2011-01-01,0.029218270963568667
2011-02-01,0.04553107129581587
2011-03-01,0.019691867223244827
2011-04-01,0.0675997408167684
2011-05-01,0.011768038521369501
2011-06-01,0.004369418519338966
2011-07-01,0.023658541550149875
2011-08-01,-0.02613383802780313
2011-09-01,0.07784539978463986
2011-10-01,0.046767557817344776
2011-11-01,0.039638049686862936
2011-12-01,0.0438681993147752
2012-01-01,0.047457667710834435
2012-02-01,0.04781258452466136
2012-03-01,0.03526633429068753
2012-04-01,0.018369786076379097
2012-05-01,0.013327123674851298
2012-06-01,0.03282889237542636
2012-07-01,0.05964004571051576
2012-08-01,0.033933967400695736
2012-09-01,-0.002947782633318498
2012-10-01,0.010685933200494234
2012-11-01,0.03554463407214166
2012-12-01,0.0113974178601215
2013-01-01,0.01751312272837343
2013-02-01,-0.0036012148753365334
2013-03-01,0.04249951243787256
2013-04-01,0.0202064442166509
2013-05-01,0.005113107022641466
2013-06-01,-0.030217337147637136
2013-07-01,0.003669228364123967
2013-08-01,-0.0012072035494930019
2013-09-01,0.043623814074224165
2013-10-01,0.020374055691639865
2013-11-01,0.018244448184687966
2013-12-01,-0.005598285635292235
2014-01-01,0.0219072453362509
2014-02-01,0.015019568150638034
2014-03-01,0.018983325898517967
2014-04-01,0.040182352119579434
2014-05-01,0.024433296769646364
2014-06-01,0.0304948463182708
2014-07-01,0.026994447815052395
2014-08-01,0.019778476760003036
2014-09-01,0.020699944796062766
2014-10-01,0.011466989698736569
2014-11-01,0.0156982157732836
2014-12-01,-0.0022857124048592994
2015-01-01,-0.009712677274321836
2015-02-01,0.0056942609999127
2015-03-01,0.05261766675044947
2015-04-01,0.009929219461210666
2015-05-01,0.0152323072489562
2015-06-01,0.007719664802180032
2015-07-01,0.016333562359310234
2015-08-01,0.016519597944689265
2015-09-01,-0.005763827828941099
2015-10-01,0.032754463433960865
2015-11-01,0.05547573039262737
2015-12-01,0.01168394133837373
2016-01-01,-0.0029015689148805673
2016-02-01,0.014273311390631729
2016-03-01,0.049507055244975694
2016-04-01,0.021005515154169
2016-05-01,0.007548004241429302
2016-06-01,0.0181448612168928
2016-07-01,0.021874323592642957
2016-08-01,0.016179279950365433
2016-09-01,0.0178499668543389
2016-10-01,0.0159591156046951
2016-11-01,0.026844186264236868
2016-12-01,0.026356285971708034
2017-01-01,0.016720074601511866
2017-02-01,0.037182400326711995
2017-03-01,0.0108807942630632
2017-04-01,0.01858024999111523
2017-05-01,-0.0017272652957324658
2017-06-01,0.009759916755926697
2017-07-01,0.03150443238056103
2017-08-01,0.022243051987539564
2017-09-01,0.0290772886822748
2017-10-01,0.0175927631741387
2017-11-01,0.012193826538316065
2017-12-01,0.021924477581098833
2018-01-01,0.029808432033707227
2018-02-01,-0.005166914698941198
2018-03-01,0.020391292307458134
2018-04-01,0.03315248815982033
2018-05-01,0.02488749305137727
2018-06-01,0.014145820412023134
2018-07-01,0.013357570028420031
2018-08-01,0.007197359621793733
2018-09-01,-0.001058294355926034
2018-10-01,0.03365361607160523
2018-11-01,0.0405099559699171
2018-12-01,0.0022471113261681303
2019-01-01,0.024728297708687563
2019-02-01,0.03461255117407303
2019-03-01,0.021851718836313802
2019-04-01,0.027318563554038063
2019-05-01,0.002564047059327397
2019-06-01,-0.0038508884126189314
2019-07-01,0.017410011106286066
2019-08-01,-0.014846950905986962
2019-09-01,0.0370364128133184
2019-10-01,0.022129750850816934
2019-11-01,0.023859448229229332
2019-12-01,0.017727902059033566
2020-01-01,0.0022628561051448335
2020-02-01,0.003072094104740469
2020-03-01,-0.0544221380704249
2020-04-01,0.03164564960530343
2020-05-01,0.012636268731469329
2020-06-01,0.016256292801942365
2020-07-01,0.0036216844874965987
2020-08-01,0.007691296812172
2020-09-01,0.009085993262370534
2020-10-01,-0.0028395238767305
2020-11-01,0.022438850213960033
2020-12-01,0.004466805062381499
2021-01-01,0.024191275429784963
2021-02-01,0.029812716661177765
2021-03-01,0.03297431428140034
2021-04-01,-0.0014361467291255665
2021-05-01,0.0025404599854476004
2021-06-01,0.005797409034462266
2021-07-01,0.0003932154346856665
2021-08-01,0.0012236062436944675
2021-09-01,0.010335640894339401
2021-10-01,0.015424992694181065
2021-11-01,-0.004164592579353599
2021-12-01,-0.004257565964853633
2022-01-01,0.01999361951441133
2022-02-01,0.010821133209361665
2022-03-01,0.017389660774993133
2022-04-01,0.0183528855923695
2022-05-01,0.005544732663946037
2022-06-01,0.005206334321079301
2022-07-01,0.002653030640515131
2022-08-01,0.017662624384546632
2022-09-01,0.012350646645489731
2022-10-01,0.0397772801256002
2022-11-01,0.0373385301363274
2022-12-01,0.016092908699887436
2023-01-01,0.01745479949616703
2023-02-01,0.04074770050258377
2023-03-01,0.028383067280790233
2023-04-01,0.04461432435055313
2023-05-01,0.0547829855351052
2023-06-01,0.07076724360556566
2023-07-01,0.0481626588682636
2023-08-01,0.042904355759225826
2023-09-01,0.041274411811296395
2023-10-01,0.03985940557427886
2023-11-01,0.06308854885250739
2023-12-01,0.03684857365060723
2024-01-01,0.050331715788865666
2024-02-01,0.05025250070330013
2024-03-01,0.05425340358635206
2024-04-01,0.057781246929127
2024-05-01,0.0662386772980727
2024-06-01,0.05312464020000907
2024-07-01,0.05258190150715896
2024-08-01,-0.019246646877134798
2024-09-01,0.038799723705912934
2024-10-01,0.06316049426689094
2024-11-01,0.043838919935263926
2024-12-01,0.029527832018468335
